"","","","","",""
"Plant","Bauer","","","",""
"Time","PV(W)","SOC(%)","Battery(W)","Grid (W)","Load(W)"
"10.09.2025 18:50:00","39.3","92","865.07","3","901.37"
"10.09.2025 18:55:00","40.78","91","2813.9","-3","2857.68"
"10.09.2025 19:00:00","39.46","90","1402.01","10","1431.47"
"10.09.2025 19:05:00","37.94","89","387.66","1","424.6"
"10.09.2025 19:10:00","38.7","88","1372.18","2","1408.88"
"10.09.2025 19:15:00","39.34","87","358.44","2","395.78"
"10.09.2025 19:20:00","19.49","87","299.2","8","310.69"
"10.09.2025 19:25:00","20.07","87","209.58","-3","232.65"
"10.09.2025 19:30:00","19.88","87","209.65","-5","234.53"
"10.09.2025 19:35:00","26.78","86","239.6","-1","267.38"
"10.09.2025 19:40:00","19.54","86","328.68","-2","350.22"
"10.09.2025 19:45:00","19.21","86","269.37","-5","293.58"
"10.09.2025 19:50:00","19.66","85","388.05","61","346.71"
"10.09.2025 19:55:00","19.27","85","239.52","-3","261.79"
"10.09.2025 20:00:00","15.07","85","329.23","3","341.3"
"10.09.2025 20:05:00","0","84","359.16","1","358.16"
"10.09.2025 20:10:00","0","84","329.23","-4","333.23"
"10.09.2025 20:15:00","0","84","269.46","-6","275.46"
"10.09.2025 20:20:00","0","84","209.58","-1","210.58"
"10.09.2025 20:25:00","0","84","239.68","1","238.68"
"10.09.2025 20:30:00","0","84","269.46","-3","272.46"
"10.09.2025 20:35:00","0","83","269.46","-4","273.46"
"10.09.2025 20:40:00","0","83","239.6","-6","245.6"
"10.09.2025 20:45:00","0","83","179.76","-18","197.76"
"10.09.2025 20:50:00","0","83","239.76","-6","245.76"
"10.09.2025 20:55:00","0","82","359.28","2","357.28"
"10.09.2025 21:00:00","0","82","269.46","-2","271.46"
"10.09.2025 21:05:00","0","82","209.58","-5","214.58"
"10.09.2025 21:10:00","0","82","419.02","-37","456.02"
"10.09.2025 21:15:00","0","82","329.23","7","322.23"
"10.09.2025 21:20:00","0","81","418.88","0","418.88"
"10.09.2025 21:25:00","0","81","359.04","3","356.04"
"10.09.2025 21:30:00","0","81","269.37","2","267.37"
"10.09.2025 21:35:00","0","81","179.64","-8","187.64"
"10.09.2025 21:40:00","0","80","179.76","-1","180.76"
"10.09.2025 21:45:00","0","80","269.55","7","262.55"
"10.09.2025 21:50:00","0","80","239.52","-6","245.52"
"10.09.2025 21:55:00","0","80","149.7","-1","150.7"
"10.09.2025 22:00:00","0","80","149.8","-6","155.8"
"10.09.2025 22:05:00","0","80","149.8","-4","153.8"
"10.09.2025 22:10:00","0","80","209.79","-81","290.79"
"10.09.2025 22:15:00","0","80","239.52","1","238.52"
"10.09.2025 22:20:00","0","79","149.7","3","146.7"
"10.09.2025 22:25:00","0","79","269.46","-9","278.46"
"10.09.2025 22:30:00","0","79","239.44","5","234.44"
"10.09.2025 22:35:00","0","79","239.44","7","232.44"
"10.09.2025 22:40:00","0","78","299.3","2","297.3"
"10.09.2025 22:45:00","0","78","149.6","-1","150.6"
"10.09.2025 22:50:00","0","78","149.7","-5","154.7"
"10.09.2025 22:55:00","0","78","149.75","0","149.75"
"10.09.2025 23:00:00","0","78","149.8","-1","150.8"
"10.09.2025 23:05:00","0","78","239.52","-6","245.52"
"10.09.2025 23:10:00","0","78","149.65","-4","153.65"
"10.09.2025 23:15:00","0","77","149.75","-3","152.75"
"10.09.2025 23:20:00","0","77","149.8","3","146.8"
"10.09.2025 23:25:00","0","77","149.8","4","145.8"
"10.09.2025 23:30:00","0","77","209.58","-4","213.58"
"10.09.2025 23:35:00","0","77","149.65","-7","156.65"
"10.09.2025 23:40:00","0","76","239.44","1","238.44"
"10.09.2025 23:45:00","0","76","239.44","-1","240.44"
"10.09.2025 23:50:00","0","76","239.44","6","233.44"
"10.09.2025 23:55:00","0","76","299.1","-2","301.1"
